index,OrderID,OrderDate,ShipDate,ShipMode,CustomerID
7741,CA-2015-147816,9/24/2015,9/26/2015,Second Class,CM-11935
7742,CA-2017-105326,8/20/2017,8/27/2017,Standard Class,KT-16480
7743,CA-2016-133613,6/17/2016,6/22/2016,Standard Class,CP-12340
7746,CA-2015-109113,12/19/2015,12/23/2015,Standard Class,EK-13795
7747,CA-2015-156153,5/31/2015,6/2/2015,Second Class,CW-11905
7748,CA-2015-133242,6/18/2015,6/24/2015,Standard Class,KH-16510
7753,CA-2015-158323,11/30/2015,12/3/2015,First Class,AB-10600
7754,CA-2015-161795,12/21/2015,12/23/2015,Second Class,AH-10075
7755,CA-2017-100902,11/17/2017,11/21/2017,Standard Class,CK-12595
7757,CA-2017-112844,11/13/2017,11/16/2017,Second Class,SP-20620
7759,CA-2016-158925,10/24/2016,10/28/2016,Standard Class,JP-15460
7760,CA-2014-155390,12/6/2014,12/11/2014,Standard Class,BG-11035
7761,CA-2017-123071,12/3/2017,12/6/2017,First Class,CC-12550
7762,CA-2017-156391,9/26/2017,9/28/2017,First Class,SL-20155
7763,CA-2015-103093,2/3/2015,2/7/2015,Standard Class,FO-14305
7764,US-2017-118941,8/12/2017,8/12/2017,Same Day,BB-11545
7767,CA-2015-169299,8/24/2015,8/26/2015,First Class,DO-13435
7768,CA-2017-154088,11/12/2017,11/17/2017,Standard Class,LB-16735
7769,CA-2016-155978,8/1/2016,8/1/2016,Same Day,TS-21205
7771,CA-2016-108196,11/25/2016,12/2/2016,Standard Class,CS-12505
7774,CA-2016-152800,4/13/2016,4/15/2016,First Class,SP-20920
7775,CA-2014-166961,12/27/2014,12/31/2014,Standard Class,CD-12790
7779,CA-2016-139381,4/18/2016,4/22/2016,Standard Class,RF-19840
7781,CA-2015-132136,3/8/2015,3/12/2015,Standard Class,FO-14305
7782,CA-2016-162236,11/4/2016,11/6/2016,Second Class,ER-13855
7785,US-2014-111353,11/29/2014,12/6/2014,Standard Class,PB-19150
7786,US-2016-117037,5/17/2016,5/20/2016,First Class,LW-17215
7790,CA-2017-160801,9/19/2017,9/19/2017,Same Day,FG-14260
7791,CA-2016-108364,12/19/2016,12/24/2016,Standard Class,BP-11050
7792,CA-2017-169362,10/12/2017,10/15/2017,First Class,SP-20860
7793,CA-2015-127481,12/12/2015,12/15/2015,Second Class,JD-15895
7795,CA-2015-112711,7/12/2015,7/18/2015,Standard Class,FM-14380
7796,US-2015-145121,10/2/2015,10/6/2015,Standard Class,MP-17965
7797,CA-2017-166184,3/24/2017,3/27/2017,First Class,HR-14830
7800,CA-2017-157413,6/1/2017,6/6/2017,Standard Class,BW-11065
7801,CA-2014-143637,3/24/2014,3/29/2014,Second Class,MS-17710
7802,CA-2015-102260,9/22/2015,9/26/2015,Standard Class,SJ-20125
7807,US-2016-137295,1/8/2016,1/13/2016,Standard Class,VS-21820
7810,CA-2016-134334,2/14/2016,2/15/2016,First Class,DK-13090
7814,US-2017-109316,6/8/2017,6/10/2017,First Class,MG-17680
7816,CA-2016-138478,10/21/2016,10/26/2016,Second Class,DP-13390
7819,CA-2017-150469,1/26/2017,1/30/2017,Standard Class,CJ-12010
7820,CA-2017-152436,12/8/2017,12/10/2017,Second Class,CW-11905
7821,CA-2016-169334,10/21/2016,10/24/2016,Second Class,GW-14605
7822,US-2014-115413,8/26/2014,9/1/2014,Standard Class,PP-18955
7824,CA-2014-125150,5/16/2014,5/23/2014,Standard Class,PW-19030
7825,CA-2015-127327,2/3/2015,2/7/2015,Standard Class,PW-19030
7826,CA-2017-117114,10/31/2017,11/5/2017,Standard Class,CY-12745
7828,CA-2015-137302,4/26/2015,5/1/2015,Standard Class,BW-11110
7832,CA-2016-112382,5/9/2016,5/13/2016,Standard Class,MB-18085
7833,CA-2015-128958,1/24/2015,1/28/2015,Standard Class,CR-12820
7834,CA-2015-106257,4/13/2015,4/17/2015,Second Class,EB-14110
7836,CA-2015-149083,9/25/2015,9/30/2015,Standard Class,SH-19975
7839,US-2014-137869,3/28/2014,4/2/2014,Standard Class,CV-12295
7841,CA-2016-116603,7/17/2016,7/22/2016,Standard Class,AT-10735
7842,CA-2014-158470,4/19/2014,4/23/2014,Second Class,AG-10390
7844,US-2017-123834,7/21/2017,7/25/2017,Standard Class,GM-14500
7845,CA-2015-125976,9/27/2015,10/2/2015,Standard Class,JK-15205
7847,CA-2016-128706,2/27/2016,3/2/2016,Standard Class,DW-13540
7848,CA-2016-104311,5/2/2016,5/6/2016,Standard Class,AS-10090
7851,CA-2014-169649,12/9/2014,12/15/2014,Standard Class,TS-21205
7853,CA-2015-144890,12/25/2015,12/29/2015,Standard Class,SM-20320
7854,CA-2017-135587,12/7/2017,12/12/2017,Standard Class,BH-11710
7856,CA-2014-103429,5/30/2014,6/1/2014,First Class,LW-16825
7860,CA-2017-152261,3/2/2017,3/6/2017,Standard Class,JA-15970
7861,CA-2015-142993,10/12/2015,10/17/2015,Standard Class,KA-16525
7863,CA-2015-143364,7/14/2015,7/19/2015,Second Class,TG-21310
7867,CA-2014-100972,11/19/2014,11/24/2014,Second Class,DB-13360
7868,CA-2016-136994,5/27/2016,6/2/2016,Standard Class,LS-17245
7869,US-2017-166233,7/3/2017,7/9/2017,Standard Class,MO-17950
7870,CA-2017-122112,9/25/2017,9/29/2017,Standard Class,CA-11965
7871,CA-2016-101672,10/3/2016,10/7/2016,Standard Class,DB-12910
7875,CA-2017-168403,9/9/2017,9/15/2017,Standard Class,DK-12835
7877,CA-2015-148705,3/12/2015,3/18/2015,Standard Class,EB-14170
7878,CA-2016-160241,11/29/2016,12/4/2016,Second Class,DR-12940
7879,CA-2016-155747,6/14/2016,6/21/2016,Standard Class,JS-15685
7880,CA-2017-118017,12/3/2017,12/6/2017,Second Class,LC-16870
7888,CA-2016-113117,8/16/2016,8/22/2016,Standard Class,JP-15520
7889,CA-2016-148684,12/25/2016,12/29/2016,Standard Class,TS-21655
7893,CA-2017-125367,7/23/2017,7/30/2017,Standard Class,NM-18445
7894,CA-2017-124744,6/21/2017,6/25/2017,Standard Class,EH-14125
7897,CA-2017-128363,8/13/2017,8/18/2017,Standard Class,DC-12850
7904,CA-2015-126669,11/7/2015,11/13/2015,Standard Class,DO-13645
7905,US-2015-118766,10/15/2015,10/22/2015,Standard Class,LS-16975
7907,CA-2016-112585,7/30/2016,8/2/2016,First Class,RW-19630
7908,CA-2016-149762,12/3/2016,12/7/2016,Standard Class,RD-19720
7912,CA-2016-167605,4/28/2016,4/30/2016,Second Class,RB-19570
7913,US-2017-105697,8/25/2017,8/27/2017,First Class,JE-15715
7914,CA-2017-165323,6/17/2017,6/21/2017,Standard Class,SR-20740
7916,CA-2015-110891,11/20/2015,11/24/2015,Standard Class,PO-19195
7917,CA-2017-100783,9/4/2017,9/8/2017,Second Class,JK-16120
7918,CA-2015-152513,7/4/2015,7/8/2015,Second Class,JP-16135
7919,CA-2017-139822,9/15/2017,9/21/2017,Standard Class,Dp-13240
7921,CA-2017-107713,3/13/2017,3/17/2017,Standard Class,JB-16000
7922,CA-2017-134096,9/24/2017,9/29/2017,Standard Class,PP-18955
7924,CA-2016-125843,8/13/2016,8/16/2016,First Class,RF-19840
7926,CA-2017-120404,11/20/2017,11/24/2017,Second Class,KH-16330
7929,CA-2017-167549,7/25/2017,7/27/2017,First Class,EM-14200
7930,CA-2016-120082,3/25/2016,3/27/2016,Second Class,DK-12835
7931,US-2016-168095,7/15/2016,7/20/2016,Standard Class,MC-17425
7933,CA-2017-166093,8/17/2017,8/24/2017,Standard Class,RW-19540
7940,CA-2016-146325,12/14/2016,12/17/2016,First Class,DS-13180
7942,CA-2017-134194,12/25/2017,1/1/2018,Standard Class,GA-14725
7947,CA-2014-131009,3/1/2014,3/5/2014,Standard Class,SC-20380
7951,CA-2015-145814,11/19/2015,11/24/2015,Standard Class,KD-16345
7953,CA-2014-138359,4/1/2014,4/6/2014,Standard Class,KH-16330
7955,CA-2017-131807,10/5/2017,10/10/2017,Standard Class,GG-14650
7961,CA-2017-104864,11/18/2017,11/23/2017,Second Class,JS-15685
7966,CA-2015-138219,3/23/2015,3/30/2015,Standard Class,BP-11095
7967,CA-2016-157707,10/10/2016,10/12/2016,First Class,CC-12610
7970,US-2015-126753,8/16/2015,8/20/2015,Standard Class,SP-20860
7977,CA-2014-166051,5/31/2014,6/5/2014,Standard Class,JK-15625
7979,CA-2015-113040,8/27/2015,8/31/2015,Standard Class,CC-12100
7980,CA-2014-103800,1/3/2014,1/7/2014,Standard Class,DP-13000
7981,CA-2014-113383,9/10/2014,9/13/2014,First Class,SF-20065
7983,CA-2017-152499,1/22/2017,1/25/2017,Second Class,EH-13765
7985,CA-2016-151498,4/21/2016,4/24/2016,First Class,DN-13690
7986,CA-2016-137939,7/20/2016,7/23/2016,Second Class,PJ-19015
7987,US-2016-117793,8/23/2016,8/29/2016,Standard Class,MA-17560
7991,CA-2016-133872,6/14/2016,6/17/2016,First Class,VM-21835
7993,US-2015-165743,11/20/2015,11/23/2015,Second Class,MM-18055
7996,US-2017-105998,11/3/2017,11/5/2017,First Class,CR-12580
7998,US-2014-148194,5/4/2014,5/7/2014,First Class,BS-11365
8000,US-2015-151407,11/8/2015,11/12/2015,Standard Class,RD-19585
8001,CA-2015-110870,12/12/2015,12/15/2015,First Class,KD-16270
8003,CA-2014-143210,12/1/2014,12/3/2014,First Class,AA-10645
8006,CA-2016-139808,10/7/2016,10/11/2016,Standard Class,MC-18100
8007,CA-2015-110863,11/17/2015,11/24/2015,Standard Class,AA-10645
8010,CA-2014-127859,3/17/2014,3/20/2014,Second Class,QJ-19255
8011,US-2015-136427,6/20/2015,6/23/2015,First Class,JM-16195
8012,CA-2017-120168,5/25/2017,5/25/2017,Same Day,TB-21625
8016,US-2014-131870,9/9/2014,9/11/2014,First Class,NF-18595
8018,CA-2017-114804,10/17/2017,10/19/2017,Second Class,BF-11020
8019,CA-2017-167227,11/2/2017,11/5/2017,First Class,NP-18670
8021,CA-2014-129189,7/21/2014,7/25/2014,Standard Class,HM-14860
8025,CA-2015-132465,9/11/2015,9/15/2015,Second Class,DM-13525
8029,CA-2016-166373,10/21/2016,10/25/2016,Standard Class,JF-15565
8030,CA-2016-158806,1/7/2016,1/11/2016,Standard Class,NM-18520
8032,CA-2015-119690,6/25/2015,6/28/2015,First Class,MV-17485
8036,CA-2015-153738,9/20/2015,9/22/2015,First Class,AG-10270
8037,CA-2017-169012,7/10/2017,7/14/2017,Standard Class,BF-11275
8038,CA-2017-109393,6/30/2017,7/2/2017,Second Class,JC-15775
8039,CA-2017-121489,8/21/2017,8/25/2017,Second Class,CM-11815
8042,US-2017-133081,3/11/2017,3/15/2017,Standard Class,PV-18985
8044,CA-2017-165008,9/15/2017,9/17/2017,Second Class,DO-13645
8045,CA-2016-145611,9/20/2016,9/24/2016,Standard Class,HA-14905
8046,CA-2016-113600,12/15/2016,12/17/2016,Second Class,SH-20395
8047,CA-2017-130834,11/3/2017,11/6/2017,Second Class,JM-16195
8048,CA-2016-168543,7/3/2016,7/7/2016,Standard Class,DK-13225
8049,CA-2014-144974,9/26/2014,9/30/2014,Standard Class,CM-12715
8052,CA-2014-109904,7/14/2014,7/17/2014,Second Class,BF-10975
8053,CA-2017-152205,9/28/2017,10/5/2017,Standard Class,SF-20965
8054,CA-2015-121188,8/28/2015,9/4/2015,Standard Class,CB-12025
8060,CA-2015-156013,9/20/2015,9/26/2015,Standard Class,TC-20980
8062,CA-2016-132997,11/7/2016,11/9/2016,First Class,LW-17215
8067,US-2015-160563,10/20/2015,10/24/2015,Standard Class,NS-18640
8069,CA-2017-151750,1/1/2017,1/5/2017,Standard Class,JM-15250
8076,CA-2015-106187,6/23/2015,6/29/2015,Standard Class,RF-19345
8079,US-2016-164945,11/22/2016,11/27/2016,Standard Class,CA-12055
8080,CA-2015-150714,10/26/2015,11/1/2015,Standard Class,KH-16690
8085,CA-2016-105753,10/20/2016,10/26/2016,Standard Class,LC-16960
8086,CA-2017-120894,4/28/2017,5/2/2017,Standard Class,JL-15130
8087,CA-2016-106621,9/29/2016,10/1/2016,Second Class,DM-12955
8088,CA-2015-107020,7/10/2015,7/14/2015,Standard Class,MV-18190
8089,US-2015-117492,8/7/2015,8/9/2015,First Class,NS-18640
8090,CA-2014-101392,12/7/2014,12/13/2014,Standard Class,AS-10630
8091,CA-2015-127502,12/10/2015,12/14/2015,Standard Class,MT-17815
8092,CA-2017-143658,11/8/2017,11/13/2017,Second Class,SR-20425
8093,CA-2017-133046,7/27/2017,8/1/2017,Second Class,DK-13375
8097,CA-2017-122798,12/28/2017,1/1/2018,Standard Class,SV-20935
8099,CA-2016-169663,3/10/2016,3/13/2016,First Class,RH-19510
8101,CA-2015-149846,5/22/2015,5/26/2015,Standard Class,SB-20185
8105,CA-2017-159149,2/17/2017,2/19/2017,First Class,CR-12820
8108,US-2017-167570,12/8/2017,12/15/2017,Standard Class,EG-13900
8109,CA-2017-160122,11/18/2017,11/23/2017,Standard Class,RD-19930
8111,CA-2016-130393,12/1/2016,12/3/2016,Second Class,JM-15865
8114,CA-2017-144820,10/3/2017,10/7/2017,Second Class,LW-16825
8115,CA-2017-101014,8/29/2017,9/4/2017,Standard Class,RW-19540
8116,CA-2017-105543,11/24/2017,11/24/2017,Same Day,BG-11695
8117,US-2017-113201,6/30/2017,7/5/2017,Standard Class,TT-21220
8118,US-2017-106551,7/22/2017,7/27/2017,Standard Class,EB-13930
8119,CA-2016-116722,11/11/2016,11/16/2016,Standard Class,LP-17080
8122,CA-2014-138128,12/9/2014,12/15/2014,Standard Class,FP-14320
8124,US-2017-150070,9/7/2017,9/12/2017,Standard Class,JA-15970
8125,CA-2015-137064,2/6/2015,2/13/2015,Standard Class,TS-21655
8128,CA-2017-157350,8/26/2017,9/1/2017,Standard Class,DP-13000
8129,CA-2014-127866,7/20/2014,7/23/2014,First Class,JD-15895
8133,CA-2015-131352,10/8/2015,10/13/2015,Standard Class,GH-14485
8134,CA-2015-121776,2/16/2015,2/21/2015,Standard Class,RD-19585
8136,CA-2016-118073,8/12/2016,8/16/2016,Standard Class,CS-12490
8137,CA-2014-103219,11/9/2014,11/13/2014,Standard Class,BF-11215
8138,CA-2016-102561,7/18/2016,7/22/2016,Standard Class,NK-18490
8141,CA-2016-100993,2/5/2016,2/10/2016,Standard Class,AZ-10750
8145,US-2014-112949,6/20/2014,6/27/2014,Standard Class,Co-12640
8147,US-2017-146822,6/9/2017,6/14/2017,Standard Class,AG-10675
8148,US-2016-131058,12/27/2016,12/31/2016,Standard Class,EM-14140
8149,CA-2014-167997,1/26/2014,1/29/2014,First Class,CA-11965
8151,CA-2017-140151,3/23/2017,3/25/2017,First Class,RB-19360
8154,US-2017-143770,3/20/2017,3/24/2017,Standard Class,RD-19720
8156,CA-2016-131296,10/4/2016,10/9/2016,Standard Class,MS-17830
8157,CA-2016-103464,11/18/2016,11/22/2016,Standard Class,PG-18820
8158,CA-2017-136238,12/26/2017,1/1/2018,Standard Class,KB-16240
8159,CA-2016-120803,3/9/2016,3/13/2016,Standard Class,RB-19465
8160,CA-2016-134138,2/16/2016,2/20/2016,Standard Class,JD-15790
8161,CA-2015-120915,9/28/2015,10/3/2015,Second Class,JJ-15445
8163,CA-2015-168207,11/2/2015,11/6/2015,Standard Class,LT-17110
8167,CA-2016-144148,7/31/2016,8/5/2016,Standard Class,AH-10690
8168,CA-2017-107174,11/6/2017,11/13/2017,Standard Class,AB-10060
8171,CA-2016-146150,2/14/2016,2/19/2016,Standard Class,FM-14380
8172,CA-2014-114125,7/9/2014,7/13/2014,Standard Class,GH-14410
8175,CA-2016-114944,1/30/2016,2/4/2016,Standard Class,HE-14800
8176,CA-2016-135965,9/22/2016,9/25/2016,First Class,SZ-20035
8177,CA-2017-149699,12/22/2017,12/24/2017,First Class,CM-12115
8178,CA-2016-166429,9/2/2016,9/8/2016,Standard Class,TG-21310
8179,CA-2015-112767,8/2/2015,8/6/2015,Standard Class,DK-12985
8180,CA-2015-119879,11/21/2015,11/25/2015,Standard Class,SS-20410
8182,CA-2017-155642,5/18/2017,5/22/2017,Standard Class,BM-11575
8184,US-2017-101721,7/23/2017,7/27/2017,Standard Class,MY-17380
8185,CA-2015-136728,9/13/2015,9/17/2015,Second Class,AG-10900
8187,CA-2016-127194,12/10/2016,12/16/2016,Standard Class,BW-11110
8188,CA-2015-140375,10/2/2015,10/5/2015,Second Class,SG-20470
8190,US-2017-155866,11/17/2017,11/21/2017,Standard Class,CC-12370
8192,CA-2015-141327,11/30/2015,12/3/2015,First Class,LR-16915
8195,CA-2015-136700,12/6/2015,12/11/2015,Second Class,DB-13120
8196,CA-2017-102736,9/5/2017,9/9/2017,Standard Class,LP-17095
8199,CA-2017-125269,4/24/2017,4/30/2017,Standard Class,AF-10870
8201,CA-2015-114811,11/8/2015,11/8/2015,Same Day,KD-16495
8206,CA-2015-122266,4/26/2015,4/30/2015,Standard Class,SA-20830
8208,CA-2015-141565,9/20/2015,9/24/2015,Standard Class,BG-11035
8210,CA-2017-128769,9/7/2017,9/12/2017,Standard Class,DM-12955
8211,CA-2016-116337,11/7/2016,11/12/2016,Standard Class,MC-17845
8213,CA-2015-120845,9/25/2015,10/2/2015,Standard Class,ML-17395
8217,CA-2014-120775,10/3/2014,10/7/2014,Standard Class,RD-19930
8222,CA-2014-152905,2/18/2014,2/24/2014,Standard Class,AB-10015
8223,CA-2016-104633,6/12/2016,6/16/2016,Standard Class,EA-14035
8225,CA-2017-104136,11/1/2017,11/4/2017,Second Class,SF-20065
8227,CA-2016-123050,4/4/2016,4/8/2016,Second Class,BC-11125
8230,CA-2016-162355,6/30/2016,7/2/2016,Second Class,PF-19165
8232,CA-2014-158225,9/22/2014,9/28/2014,Standard Class,SE-20110
8234,CA-2017-102204,5/1/2017,5/6/2017,Standard Class,CJ-12010
8237,CA-2017-103065,10/20/2017,10/20/2017,Same Day,PT-19090
8241,CA-2014-109855,9/1/2014,9/5/2014,Standard Class,LH-16900
8243,CA-2014-109897,8/12/2014,8/16/2014,Standard Class,BW-11200
8245,US-2014-143581,8/19/2014,8/23/2014,Standard Class,BS-11365
8246,CA-2015-129217,5/10/2015,5/10/2015,Same Day,DP-13390
8248,CA-2016-133816,5/10/2016,5/13/2016,Second Class,CS-12400
8249,CA-2015-140221,3/5/2015,3/9/2015,Second Class,MS-17365
8253,CA-2017-152310,8/12/2017,8/19/2017,Standard Class,DK-12895
8259,CA-2016-118101,6/26/2016,6/26/2016,Same Day,SN-20560
8262,CA-2016-100307,12/15/2016,12/19/2016,Standard Class,TC-21475
8263,CA-2015-138457,9/13/2015,9/17/2015,Standard Class,AM-10705
8264,CA-2014-131800,12/30/2014,1/4/2015,Standard Class,AJ-10960
8266,CA-2014-118304,4/29/2014,5/4/2014,Standard Class,KH-16360
8267,CA-2017-121790,1/30/2017,2/6/2017,Standard Class,LP-17095
8271,CA-2016-169670,12/25/2016,12/31/2016,Standard Class,JE-15715
8272,CA-2016-139549,10/20/2016,10/25/2016,Standard Class,MY-18295
8273,CA-2015-104059,6/13/2015,6/15/2015,Second Class,FC-14245
8274,CA-2017-164112,6/30/2017,7/4/2017,Standard Class,ND-18460
8275,CA-2015-143882,6/26/2015,6/30/2015,Standard Class,DB-13360
8276,US-2016-139262,2/21/2016,2/25/2016,Standard Class,LC-16960
8279,CA-2017-146192,4/22/2017,4/26/2017,Standard Class,BD-11725
8280,CA-2017-134810,5/9/2017,5/10/2017,First Class,MC-17605
8282,CA-2015-154284,12/21/2015,12/26/2015,Second Class,SZ-20035
8286,CA-2014-156244,8/12/2014,8/16/2014,Standard Class,DH-13675
8292,CA-2015-106362,12/11/2015,12/15/2015,Standard Class,LC-16885
8293,US-2017-168802,11/3/2017,11/7/2017,Standard Class,JO-15145
8294,US-2017-146906,3/13/2017,3/17/2017,Standard Class,MT-17815
8295,CA-2016-166380,5/30/2016,6/3/2016,Standard Class,EB-13750
8297,US-2015-158911,7/5/2015,7/11/2015,Standard Class,RS-19765
8299,US-2014-103338,3/11/2014,3/15/2014,Standard Class,RB-19435
8300,CA-2015-109169,4/20/2015,4/24/2015,Standard Class,OT-18730
8301,US-2017-167318,7/26/2017,8/1/2017,Standard Class,GZ-14545
8303,US-2014-120313,10/31/2014,11/2/2014,Second Class,NL-18310
8304,CA-2017-135419,11/3/2017,11/9/2017,Standard Class,BG-11740
8305,CA-2016-128671,8/11/2016,8/16/2016,Standard Class,MT-18070
8308,CA-2016-149335,7/25/2016,7/25/2016,Same Day,BC-11125
8309,CA-2014-168312,3/1/2014,3/7/2014,Standard Class,GW-14605
8311,US-2017-105935,1/26/2017,1/31/2017,Standard Class,BD-11500
8313,CA-2014-161508,7/12/2014,7/16/2014,Standard Class,PV-18985
8317,CA-2017-130904,4/11/2017,4/16/2017,Standard Class,HM-14980
8319,CA-2017-133620,11/13/2017,11/18/2017,Standard Class,EM-14065
8320,CA-2015-142937,12/5/2015,12/6/2015,First Class,SF-20065
8321,US-2016-149790,9/26/2016,10/1/2016,Standard Class,SC-20380
8322,CA-2016-130778,11/19/2016,11/25/2016,Standard Class,ND-18370
8324,CA-2017-144456,9/8/2017,9/9/2017,First Class,FC-14245
8326,CA-2017-103478,7/21/2017,7/24/2017,Second Class,KL-16555
8328,CA-2017-118577,10/6/2017,10/11/2017,Standard Class,XP-21865
8330,CA-2017-113572,11/7/2017,11/11/2017,Standard Class,FP-14320
8331,CA-2016-153269,3/9/2016,3/12/2016,First Class,PS-18760
8335,CA-2017-161655,5/13/2017,5/18/2017,Second Class,CW-11905
8336,CA-2016-101469,7/2/2016,7/8/2016,Standard Class,KH-16360
8337,CA-2014-153087,12/27/2014,1/3/2015,Standard Class,TC-20980
8339,CA-2017-135076,4/13/2017,4/17/2017,Standard Class,YS-21880
8340,CA-2014-161634,11/14/2014,11/20/2014,Standard Class,CC-12220
8341,CA-2017-141481,6/11/2017,6/14/2017,First Class,ZD-21925
8342,CA-2016-132549,11/25/2016,11/30/2016,Standard Class,JK-15370
8343,US-2014-155544,3/21/2014,3/25/2014,Standard Class,GM-14440
8346,US-2015-115238,4/30/2015,5/4/2015,Standard Class,JW-15220
8351,CA-2017-132199,5/3/2017,5/8/2017,Standard Class,BO-11350
8356,CA-2016-163174,8/26/2016,8/30/2016,Standard Class,XP-21865
8357,CA-2014-110555,4/11/2014,4/18/2014,Standard Class,MM-18055
8360,CA-2017-147207,1/2/2017,1/4/2017,Second Class,TS-21655
8364,CA-2017-137631,4/28/2017,5/2/2017,Standard Class,JL-15235
8365,CA-2017-157273,1/30/2017,2/2/2017,First Class,SZ-20035
8366,CA-2014-109918,9/7/2014,9/12/2014,Second Class,LR-17035
8369,CA-2016-118745,6/11/2016,6/16/2016,Standard Class,SV-20365
8370,CA-2016-163972,10/17/2016,10/21/2016,Standard Class,MG-17890
8371,CA-2014-165393,12/27/2014,12/30/2014,First Class,NC-18415
8372,CA-2016-113726,11/24/2016,12/1/2016,Standard Class,SC-20680
8373,CA-2016-152940,11/10/2016,11/13/2016,First Class,RO-19780
8374,CA-2015-158701,1/5/2015,1/10/2015,Standard Class,JL-15175
8376,CA-2017-156272,3/21/2017,3/27/2017,Standard Class,PW-19030
8377,CA-2015-162964,11/12/2015,11/18/2015,Standard Class,MF-18250
8380,CA-2014-103527,9/9/2014,9/14/2014,Second Class,CC-12220
8381,CA-2016-134544,3/17/2016,3/19/2016,Second Class,AC-10660
8382,CA-2016-163048,2/8/2016,2/15/2016,Standard Class,MH-17440
8383,CA-2016-145135,11/26/2016,11/28/2016,First Class,CD-12790
8385,CA-2017-137582,9/4/2017,9/8/2017,Standard Class,CV-12805
8386,CA-2015-149601,5/28/2015,6/3/2015,Standard Class,TB-21625
8388,CA-2014-139423,11/1/2014,11/5/2014,Standard Class,DG-13300
8389,CA-2016-102596,12/27/2016,12/30/2016,First Class,RD-19810
8390,CA-2017-153227,12/4/2017,12/6/2017,First Class,CS-12250
8391,CA-2017-110625,12/23/2017,12/30/2017,Standard Class,JB-16045
8392,CA-2016-142594,12/1/2016,12/6/2016,Second Class,EJ-14155
8396,CA-2014-152254,6/30/2014,6/30/2014,Same Day,BD-11620
8397,US-2014-120236,9/3/2014,9/4/2014,First Class,MR-17545
8398,CA-2017-120061,11/2/2017,11/7/2017,Second Class,SR-20425
8399,CA-2015-133837,4/13/2015,4/18/2015,Standard Class,TH-21100
8400,CA-2015-110814,12/5/2015,12/9/2015,Second Class,BD-11635
8403,CA-2016-154067,2/1/2016,2/7/2016,Standard Class,SM-20950
8404,CA-2017-140480,7/8/2017,7/12/2017,Standard Class,HE-14800
8409,CA-2015-134082,12/11/2015,12/17/2015,Standard Class,JK-15640
8410,CA-2016-130820,11/15/2016,11/15/2016,Same Day,ON-18715
8411,CA-2016-159765,5/9/2016,5/12/2016,Second Class,TH-21100
8412,CA-2017-132290,3/10/2017,3/14/2017,Standard Class,MD-17350
8413,CA-2016-147109,12/17/2016,12/21/2016,Standard Class,AH-10075
8415,CA-2017-107265,4/6/2017,4/12/2017,Standard Class,ML-17755
8416,CA-2017-118199,5/9/2017,5/11/2017,First Class,LB-16795
8421,CA-2017-150091,10/12/2017,10/16/2017,Standard Class,NP-18670
8425,CA-2016-137652,8/28/2016,8/30/2016,First Class,EB-13750
8426,CA-2015-128356,10/2/2015,10/7/2015,Standard Class,RP-19390
8427,CA-2017-167017,11/23/2017,11/25/2017,First Class,DC-12850
8428,US-2017-132220,11/12/2017,11/16/2017,Standard Class,DJ-13510
8429,CA-2016-118129,12/19/2016,12/21/2016,Second Class,CL-12565
8430,US-2014-113124,3/30/2014,4/5/2014,Standard Class,NC-18340
8431,CA-2017-155621,11/8/2017,11/13/2017,Standard Class,KN-16450
8432,US-2014-127635,9/14/2014,9/18/2014,Second Class,SC-20260
8436,CA-2015-151470,9/20/2015,9/26/2015,Standard Class,AM-10705
8437,CA-2015-112823,12/10/2015,12/16/2015,Standard Class,RA-19945
8438,CA-2014-108861,5/28/2014,6/1/2014,Standard Class,MM-17260
8439,CA-2017-114370,3/14/2017,3/17/2017,Second Class,BN-11470
8440,CA-2016-158302,12/8/2016,12/12/2016,Second Class,JB-16045
8441,CA-2017-145779,5/6/2017,5/10/2017,Standard Class,DB-13615
8442,US-2016-155173,3/6/2016,3/10/2016,Standard Class,JB-16045
8445,CA-2017-125451,10/23/2017,10/24/2017,First Class,AH-10075
8451,CA-2014-131387,4/28/2014,4/30/2014,First Class,AI-10855
8452,CA-2016-125087,4/18/2016,4/23/2016,Standard Class,TH-21115
8455,CA-2016-154081,5/22/2016,5/29/2016,Standard Class,JE-15610
8456,US-2017-118556,5/28/2017,6/2/2017,Second Class,TH-21235
8458,CA-2014-126200,8/25/2014,8/29/2014,Standard Class,JE-15715
8460,CA-2014-146500,8/30/2014,9/4/2014,Standard Class,AT-10735
8462,CA-2015-169537,9/3/2015,9/7/2015,Second Class,JH-15820
8463,CA-2014-100881,3/28/2014,4/1/2014,Standard Class,DR-12940
8464,CA-2015-144043,5/10/2015,5/15/2015,Standard Class,AB-10165
8465,CA-2015-116512,4/9/2015,4/14/2015,Standard Class,MC-18100
8466,CA-2015-101000,4/9/2015,4/14/2015,Standard Class,IG-15085
8467,CA-2016-168557,9/19/2016,9/23/2016,Standard Class,FH-14275
8468,US-2016-164196,11/11/2016,11/17/2016,Standard Class,AS-10285
8469,US-2017-132031,4/23/2017,4/27/2017,Standard Class,PN-18775
8473,CA-2015-169733,10/22/2015,10/26/2015,Second Class,GM-14500
8474,CA-2017-169404,4/9/2017,4/14/2017,Standard Class,NC-18625
8476,CA-2017-134880,10/27/2017,11/1/2017,Standard Class,TW-21025
8477,CA-2015-145758,10/30/2015,10/30/2015,Same Day,BF-11020
